,trips,avg_trip,subscribers,customers
2021-03-28,25256,1447.0,19125,6131
2021-03-29,52598,1131.0,41786,10812
2021-03-30,65613,1083.0,50404,15209
2021-03-31,45382,1014.0,37016,8366
2021-04-01,45527,983.0,36727,8800
2021-04-02,42831,1022.0,34865,7966
2021-04-03,61218,1220.0,43055,18163
2021-04-04,63335,1381.0,42975,20360
2021-04-05,68141,1046.0,53280,14861
2021-04-06,76225,1122.0,59165,17060
2021-04-07,77680,1099.0,60470,17210
2021-04-08,81552,1158.0,62923,18629
2021-04-09,68187,1144.0,53063,15124
2021-04-10,87596,1507.0,58593,29003
2021-04-11,20135,997.0,15753,4382
2021-04-12,33647,862.0,28794,4853
2021-04-13,78682,1095.0,62396,16286
2021-04-14,80113,1038.0,63013,17100
2021-04-15,33032,939.0,27857,5175
2021-04-16,59414,948.0,47630,11784
2021-04-17,77508,1320.0,53348,24160
2021-04-18,80652,1313.0,54372,26280
2021-04-19,73000,1042.0,57912,15088
2021-04-20,96136,1184.0,71895,24241
2021-04-21,61764,919.0,50996,10768
2021-04-22,57101,861.0,47289,9812
2021-04-23,82793,1079.0,62899,19894
2021-04-24,104081,1461.0,67231,36850
2021-04-25,58487,1215.0,41044,17443
2021-04-26,71658,975.0,56500,15158
2021-04-27,79576,988.0,62709,16867
2021-04-28,96329,1145.0,72381,23948
2021-04-29,70576,961.0,55631,14945
2021-04-30,80693,1044.0,61287,19406
2021-05-01,92840,1382.0,60435,32405
2021-05-02,93982,1442.0,59725,34257
2021-05-03,60831,911.0,48589,12242
2021-05-04,87014,1065.0,66559,20455
2021-05-05,49749,878.0,40490,9259
2021-05-06,93267,1092.0,70596,22671
2021-05-07,91204,988.0,67193,24011
2021-05-08,59759,1050.0,41710,18049
2021-05-09,53317,1095.0,36413,16904
2021-05-10,71172,897.0,55404,15768
2021-05-11,89079,951.0,68228,20851
2021-05-12,94864,987.0,71687,23177
2021-05-13,100737,1062.0,73049,27688
2021-05-14,107380,1146.0,74843,32537
2021-05-15,118947,1352.0,70834,48113
2021-05-16,97138,1346.0,59633,37505
2021-05-17,95272,1123.0,69082,26190
2021-05-18,105861,1075.0,76988,28873
2021-05-19,109860,1080.0,79827,30033
2021-05-20,108242,1040.0,78136,30106
2021-05-21,112908,1114.0,77726,35182
2021-05-22,116548,1312.0,69669,46879
2021-05-23,107595,1343.0,64148,43447
2021-05-24,89255,991.0,65951,23304
2021-05-25,107021,1028.0,78402,28619
2021-05-26,97890,1055.0,72024,25866
2021-05-27,112627,1070.0,80426,32201
2021-05-28,62800,990.0,46284,16516
2021-05-29,30059,963.0,21593,8466
2021-05-30,17684,942.0,12812,4872
2021-05-31,89263,1226.0,55761,33502
2021-06-01,99568,1121.0,73161,26407
2021-06-02,106586,1104.0,78437,28149
2021-06-03,70042,965.0,53643,16399
2021-06-04,86676,1113.0,62933,23743
2021-06-05,121369,1507.0,72117,49252
2021-06-06,106212,1439.0,63280,42932
2021-06-07,98136,1176.0,70268,27868
2021-06-08,74849,1097.0,55694,19155
2021-06-09,112208,1094.0,80964,31244
2021-06-10,121438,1143.0,85669,35769
2021-06-11,108153,1084.0,74488,33665
2021-06-12,117012,1389.0,69418,47594
2021-06-13,102575,1329.0,61320,41255
2021-06-14,84523,1042.0,60628,23895
2021-06-15,119217,1099.0,83024,36193
2021-06-16,122265,1110.0,85939,36326
2021-06-17,121535,1072.0,84523,37012
2021-06-18,123246,1122.0,80948,42298
2021-06-19,107542,1232.0,63486,44056
2021-06-20,107533,1328.0,63194,44339
2021-06-21,101975,1041.0,71919,30056
2021-06-22,75593,886.0,56290,19303
2021-06-23,123492,1050.0,86718,36774
2021-06-24,120780,1086.0,83901,36879
2021-06-25,116688,1077.0,77212,39476
2021-06-26,119093,1225.0,69431,49662
2021-06-27,110160,1288.0,63789,46371
2021-06-28,98754,1011.0,68913,29841
2021-06-29,103426,978.0,73054,30372
2021-06-30,96871,927.0,70095,26776
2021-07-01,68029,927.0,49988,18041
2021-07-02,78211,981.0,54135,24076
2021-07-03,68499,1133.0,42396,26103
2021-07-04,101570,1481.0,51522,50048
2021-07-05,97858,1277.0,56042,41816
2021-07-06,77404,966.0,55054,22350
2021-07-07,102953,1009.0,72418,30535
2021-07-08,74952,911.0,54332,20620
2021-07-09,86377,1076.0,57781,28596
2021-07-10,109400,1257.0,63824,45576
2021-07-11,103479,1202.0,60844,42635
2021-07-12,87989,972.0,62582,25407
2021-07-13,105508,983.0,74427,31081
2021-07-14,110453,987.0,77670,32783
2021-07-15,112482,1006.0,77203,35279
2021-07-16,108273,1029.0,71208,37065
2021-07-17,82393,1227.0,49427,32966
2021-07-18,99910,1215.0,59112,40798
2021-07-19,102765,1025.0,71301,31464
2021-07-20,111603,968.0,77497,34106
2021-07-21,108755,974.0,76637,32118
2021-07-22,118482,1030.0,81443,37039
2021-07-23,112617,1055.0,74758,37859
2021-07-24,125233,1262.0,67038,58195
2021-07-25,98055,1181.0,57365,40690
2021-07-26,98830,1018.0,68998,29832
2021-07-27,106208,982.0,75182,31026
2021-07-28,112492,1005.0,79178,33314
2021-07-29,76088,945.0,55177,20911
2021-07-30,115766,1032.0,76705,39061
2021-07-31,121903,1240.0,69961,51942
2021-08-01,94660,1200.0,57013,37647
2021-08-02,103217,999.0,72727,30490
2021-08-03,108958,976.0,77280,31678
2021-08-04,109230,980.0,78288,30942
2021-08-05,109449,977.0,73308,36141
2021-08-06,109426,1039.0,67466,41960
2021-08-07,115257,1230.0,61164,54093
2021-08-08,75455,1135.0,42106,33349
2021-08-09,96503,988.0,62525,33978
2021-08-10,92678,987.0,61179,31499
2021-08-11,97923,975.0,63924,33999
2021-08-12,99787,981.0,64188,35599
2021-08-13,98715,1006.0,59986,38729
2021-08-14,111781,1193.0,58619,53162
2021-08-15,108602,1211.0,56106,52496
2021-08-16,102320,1045.0,63726,38594
2021-08-17,107423,975.0,68282,39141
2021-08-18,106527,971.0,67379,39148
2021-08-19,104846,950.0,63965,40881
2021-08-20,102337,999.0,59753,42584
2021-08-21,96370,1187.0,49181,47189
2021-08-22,15852,1057.0,8974,6878
2021-08-23,76853,993.0,47229,29624
2021-08-24,109279,1030.0,66339,42940
2021-08-25,106712,981.0,65117,41595
2021-08-26,103683,992.0,62374,41309
2021-08-27,88698,996.0,52327,36371
2021-08-28,104332,1147.0,52961,51371
2021-08-29,102469,1199.0,51197,51272
2021-08-30,101166,956.0,61129,40037
2021-08-31,111970,957.0,68264,43706
2021-09-01,50782,894.0,31957,18825
2021-09-02,126450,1095.0,67683,58767
2021-09-03,115060,1095.0,62942,52118
2021-09-04,109096,1292.0,50925,58171
2021-09-05,87491,1223.0,41108,46383
2021-09-06,106319,1259.0,52367,53952
2021-09-07,106915,981.0,64049,42866
2021-09-08,113132,961.0,69338,43794
2021-09-09,77648,915.0,48071,29577
2021-09-10,126605,1017.0,73352,53253
2021-09-11,133564,1249.0,65517,68047
2021-09-12,117208,1209.0,58336,58872
2021-09-13,105983,1014.0,66094,39889
2021-09-14,118471,965.0,74670,43801
2021-09-15,118359,981.0,74022,44337
2021-09-16,109630,927.0,67030,42600
2021-09-17,111908,983.0,67424,44484
2021-09-18,124633,1210.0,63034,61599
2021-09-19,116461,1204.0,58968,57493
2021-09-20,109092,950.0,68270,40822
2021-09-21,113237,980.0,71819,41418
2021-09-22,113373,927.0,72261,41112
2021-09-23,86729,898.0,56293,30436
2021-09-24,115890,1013.0,69398,46492
2021-09-25,125178,1232.0,62981,62197
2021-09-26,113543,1193.0,57753,55790
2021-09-27,106803,971.0,67752,39051
2021-09-28,96552,922.0,63319,33233
2021-09-29,111532,1004.0,71773,39759
2021-09-30,112577,971.0,71206,41371
2021-10-01,115828,1092.0,85091,30737
2021-10-02,120155,1265.0,75949,44206
2021-10-03,108304,1249.0,68898,39406
2021-10-04,73613,922.0,57959,15654
2021-10-05,103932,984.0,81585,22347
2021-10-06,110685,972.0,86578,24107
2021-10-07,115335,990.0,87872,27463
2021-10-08,115808,1128.0,83744,32064
2021-10-09,108091,1258.0,69602,38489
2021-10-10,69386,1120.0,47371,22015
2021-10-11,97257,1069.0,71199,26058
2021-10-12,108314,1057.0,84626,23688
2021-10-13,109850,964.0,86336,23514
2021-10-14,116278,1093.0,89059,27219
2021-10-15,118471,1171.0,86082,32389
2021-10-16,99245,1230.0,64871,34374
2021-10-17,90860,1138.0,61267,29593
2021-10-18,87314,876.0,70012,17302
2021-10-19,100118,931.0,80021,20097
2021-10-20,112026,939.0,87905,24121
2021-10-21,113734,977.0,87826,25908
2021-10-22,111573,1011.0,82268,29305
2021-10-23,91369,1139.0,61404,29965
2021-10-24,85039,1161.0,57869,27170
2021-10-25,92446,1025.0,72914,19532
2021-10-26,48015,878.0,38428,9587
2021-10-27,97986,888.0,78904,19082
2021-10-28,100689,929.0,79340,21349
2021-10-29,82622,953.0,64696,17926
2021-10-30,79170,1128.0,55341,23829
2021-10-31,85726,1262.0,57697,28029
2021-11-01,89655,945.0,71025,18630
2021-11-02,82811,925.0,67592,15219
2021-11-03,87259,902.0,71504,15755
2021-11-04,85758,907.0,69729,16029
2021-11-05,86279,1026.0,67326,18953
2021-11-06,84659,1171.0,58287,26372
2021-11-07,79380,1101.0,53907,25473
2021-11-08,84958,1039.0,68490,16468
2021-11-09,96712,985.0,77148,19564
2021-11-10,98195,974.0,77875,20320
2021-11-11,92925,982.0,71515,21410
2021-11-12,69975,982.0,53617,16358
2021-11-13,71475,1194.0,49727,21748
2021-11-14,63193,1064.0,45412,17781
2021-11-15,68372,860.0,56839,11533
2021-11-16,77279,904.0,64044,13235
2021-11-17,85554,907.0,69843,15711
2021-11-18,94672,989.0,74724,19948
2021-11-19,74090,924.0,59050,15040
2021-11-20,69554,1138.0,49820,19734
2021-11-21,65383,1114.0,46088,19295
2021-11-22,63652,879.0,51928,11724
2021-11-23,61201,878.0,50938,10263
2021-11-24,57450,916.0,46248,11202
2021-11-25,35034,1422.0,22925,12109
2021-11-26,31985,991.0,23949,8036
2021-11-27,37424,1101.0,28021,9403
2021-11-28,41660,941.0,32012,9648
2021-11-29,58569,846.0,49967,8602
2021-11-30,64170,791.0,54988,9182
